date,rolling_return_annual,rolling_volatility_annual,rolling_sharpe,rolling_max_drawdown
2024-02-05,0.22713422736428326,0.07583850783790107,2.994972261977584,-2.1020456125843094
2024-02-06,0.18222447462337546,0.07114339338735215,2.5613688910117585,-2.1020456125843094
2024-02-07,0.16604787906797402,0.07107793774250619,2.336138108979964,-2.1020456125843094
2024-02-08,0.1802779337110436,0.07081921809249231,2.5456075139885685,-2.1020456125843094
2024-02-09,0.1659555811176407,0.07058815964742762,2.351039918685406,-2.1020456125843094
2024-02-12,0.18262854929510527,0.07105581478716504,2.570212583475911,-2.1020456125843094
2024-02-13,0.1416079780788411,0.07557720271033727,1.8736864160159277,-2.1020456125843094
2024-02-14,0.14347295448919017,0.07565952553824032,1.8962973064994328,-2.1020456125843094
2024-02-15,0.17578198423429436,0.0765546309718305,2.296163955110386,-2.1020456125843094
2024-02-16,0.16034027494247705,0.0763857151484841,2.0990871739669643,-2.1020456125843094
2024-02-19,0.16139459312498827,0.07636046471487212,2.113588408970941,-2.1020456125843094
2024-02-20,0.15835012952777025,0.07630527542989816,2.075218635089613,-2.1020456125843094
2024-02-21,0.15752117179044897,0.07631037516388225,2.0642169751119743,-2.1020456125843094
2024-02-22,0.1548664492211805,0.076219925265808,2.0318368022679376,-2.1020456125843094
2024-02-23,0.12531204433193807,0.07379202808519761,1.6981786187968342,-2.1020456125843094
2024-02-26,0.10851339578070268,0.07446648368317428,1.4572112232717296,-2.1020456125843094
2024-02-27,0.13934917678510872,0.07365566818639684,1.8919002463254355,-2.1020456125843094
2024-02-28,0.13854250431598353,0.07366326533700283,1.8807543173950272,-2.1020456125843094
2024-02-29,0.14550952883282975,0.0738783857367856,1.969581865949969,-2.1020456125843094
2024-03-01,0.16851223625887324,0.0741504572551646,2.272571774965505,-2.1020456125843094
2024-03-04,0.15118403181064063,0.07351663580824482,2.0564601487611256,-2.1020456125843094
2024-03-05,0.150266050817466,0.07353778672137673,2.043385550707431,-2.1020456125843094
2024-03-06,0.11585960782558415,0.06886595928610846,1.682392999772751,-2.1020456125843094
2024-03-07,0.12950264071888237,0.06958383265798226,1.8611024396343963,-2.1020456125843094
2024-03-08,0.14332912496434846,0.06886726136491977,2.081237472256429,-2.1020456125843094
2024-03-11,0.13809971368617854,0.06881293110885053,2.0068860817413507,-2.1020456125843094
