date,costs,cumulative_costs,trigger,num_trades,portfolio_value,costs_bps
2020-12-17,137.84,137.84,forced,14,100000.0,13.784
2021-01-01,12.93,150.77,scheduled,10,99235.2822,1.3029639976173715
2021-02-01,20.56,171.33,scheduled,11,99835.4095,2.059389559573049
2021-03-01,57.94,229.27,scheduled,14,96114.9384,6.02819925440435
2021-04-01,130.01,359.28,scheduled,18,100893.0603,12.885920955655658
2021-05-03,128.03,487.30999999999995,scheduled,15,103552.1197,12.363822234727273
2021-06-01,165.97,653.28,scheduled,16,105639.4311,15.710989568174606
2021-07-01,179.54,832.8199999999999,scheduled,13,105624.9113,16.99788409668468
2021-08-02,177.32,1010.1399999999999,scheduled,14,107704.366,16.46358514380002
2021-09-01,193.99,1204.1299999999999,scheduled,13,111910.5815,17.33437512341047
2021-10-01,184.95,1389.08,scheduled,16,106247.2037,17.407516956608617
2021-11-01,204.23,1593.31,scheduled,17,111262.1397,18.35574981306961
2021-12-01,201.82,1795.1299999999999,scheduled,17,110881.9137,18.201345311016215
2022-01-03,210.68,2005.81,scheduled,18,118116.7697,17.836586670554706
2022-02-01,206.71,2212.52,scheduled,19,117583.1246,17.579903638655303
2022-03-01,212.34,2424.86,scheduled,18,117925.1825,18.006332108071998
2022-04-01,207.98,2632.84,scheduled,20,124324.2435,16.728836962518898
2022-05-02,200.4,2833.2400000000002,scheduled,23,122668.6131,16.336697296531188
2022-06-01,192.5,3025.7400000000002,scheduled,23,120277.3233,16.00467941241589
2022-07-01,164.37,3190.11,scheduled,24,118186.2271,13.907711924920227
2022-08-01,170.77,3360.88,scheduled,21,119722.2101,14.26385295237713
2022-09-01,166.53,3527.4100000000003,scheduled,21,116467.4372,14.298417137318102
2022-10-03,161.92,3689.3300000000004,scheduled,27,108438.0539,14.932027473429232
2022-11-01,169.9,3859.2300000000005,scheduled,22,116946.4772,14.528013503941615
2022-12-01,174.19,4033.4200000000005,scheduled,24,123242.6658,14.133903942217387
2023-01-02,160.56,4193.9800000000005,scheduled,30,119681.89570000001,13.415562902050523
2023-02-01,158.88,4352.860000000001,scheduled,32,122282.2696,12.992889363250745
2023-03-01,165.57,4518.43,scheduled,32,119503.5061,13.85482362847595
2023-04-03,166.81,4685.240000000001,scheduled,34,122507.4465,13.61631515191201
2023-05-01,165.88,4851.120000000001,scheduled,39,125718.1321,13.194596294833115
2023-06-01,155.92,5007.040000000001,scheduled,31,118490.3555,13.158876884287851
2023-07-03,153.19,5160.2300000000005,scheduled,29,119745.9664,12.792915252634346
2023-08-01,150.83,5311.06,scheduled,31,121573.6387,12.40647245676295
2023-09-01,134.39,5445.450000000001,scheduled,41,119467.6217,11.249073019756949
2023-10-02,133.16,5578.610000000001,scheduled,31,116505.3081,11.4295221541069
2023-11-01,132.99,5711.6,scheduled,24,117764.10068,11.292915178062056
2023-12-01,128.34,5839.9400000000005,scheduled,22,120698.849,10.633075713920022
2024-01-01,133.59,5973.530000000001,scheduled,20,122137.7909,10.937646654291992
2024-02-01,134.98,6108.51,scheduled,14,122487.0338,11.019941932825217
2024-03-01,137.81,6246.320000000001,scheduled,13,121079.6087,11.381767869885758
2024-04-01,297.75,6544.070000000001,scheduled,18,126692.29060000001,23.501824664302028
2024-05-01,186.44,6730.51,scheduled,8,126417.3105,14.747980261769609
2024-06-03,208.68,6939.1900000000005,scheduled,11,130121.7204,16.037291803282983
2024-07-01,206.91,7146.1,scheduled,9,130011.2055,15.914782053151566
2024-08-01,228.25,7374.35,scheduled,9,137506.4122,16.599225908680936
2024-09-02,331.57,7705.92,scheduled,14,142168.8441,23.322268820500316
2024-10-01,234.71,7940.63,scheduled,7,142063.1873,16.521521476521176
2024-11-01,243.05,8183.68,scheduled,5,141146.8111,17.21965931116952
2024-12-02,238.23,8421.91,scheduled,5,145320.2681,16.39344622155979
2025-01-01,227.61,8649.52,scheduled,11,140362.7341,16.215842578119172
2025-02-03,233.04,8882.560000000001,scheduled,6,145607.5041,16.00466963845169
2025-03-03,232.75,9115.310000000001,scheduled,3,149262.6671,15.593316434850172
2025-04-01,335.17,9450.480000000001,scheduled,9,145837.0971,22.982492566358136
2025-05-01,240.96,9691.44,scheduled,2,148281.5271,16.250169843307475
2025-06-02,243.93,9935.37,scheduled,2,150164.3571,16.244201001543797
2025-07-01,239.29,10174.660000000002,scheduled,4,150202.3871,15.931171575901008
2025-08-01,249.89,10424.550000000001,scheduled,3,152772.9171,16.356956765866453
2025-09-01,361.06,10785.61,scheduled,6,156275.5271,23.10406540935609
2025-10-01,268.58,11054.19,scheduled,1,159478.7971,16.84111022179261
