date,equity,equity_normalized,equity_change_pct
2005-02-25,1000000.0,100.0,0.0
2005-02-28,993867.696054,99.38676960539999,-0.6132303946000062
2005-03-01,1000976.311934,100.0976311934,0.09763119340000515
2005-03-02,999167.477676,99.9167477676,-0.08325223239999957
2005-03-03,999402.9282,99.94029282,-0.059707180000001525
2005-03-04,1008927.356592,100.8927356592,0.8927356592000057
2005-03-07,1009391.466016,100.93914660159999,0.9391466015999939
2005-03-08,1002020.45493,100.202045493,0.20204549300000263
2005-03-09,992391.326818,99.23913268179999,-0.7608673182000092
2005-03-10,986431.650304,98.6431650304,-1.356834969599996
2005-03-11,985866.52942,98.58665294200001,-1.4133470579999918
2005-03-14,990091.446574,99.0091446574,-0.9908553426000055
2005-03-15,987149.596342,98.7149596342,-1.2850403658000054
2005-03-16,980271.513424,98.0271513424,-1.9728486576000015
2005-03-17,983941.668298,98.3941668298,-1.6058331701999995
2005-03-18,979399.939606,97.9399939606,-2.0600060393999975
2005-03-21,976486.10652,97.648610652,-2.351389347999999
2005-03-22,972021.74978,97.202174978,-2.797825022
2005-03-23,963765.167424,96.3765167424,-3.623483257600002
2005-03-24,966757.73188,96.67577318800001,-3.3242268119999974
2005-03-28,964438.602208,96.4438602208,-3.556139779199996
2005-03-29,949373.544354,94.9373544354,-5.062645564599999
2005-03-30,960863.450286,96.08634502860001,-3.9136549713999935
2005-03-31,964197.714862,96.4197714862,-3.580228513799999
2005-04-01,960153.753854,96.0153753854,-3.9846246145999964
2005-04-04,960603.034412,96.0603034412,-3.939696558799999
2005-04-05,963609.112933,96.3609112933,-3.6390887067
2005-04-06,965802.568333,96.5802568333,-3.4197431667000067
2005-04-07,971121.589051,97.1121589051,-2.887841094900001
2005-04-08,961045.813025,96.10458130250001,-3.895418697499997
2005-04-11,957400.38821,95.740038821,-4.259961179000005
2005-04-12,963280.305639,96.3280305639,-3.6719694360999977
2005-04-13,950651.015032,95.0651015032,-4.9348984968
2005-04-14,934762.018328,93.4762018328,-6.523798167200001
2005-04-15,918581.996065,91.8581996065,-8.14180039350001
2005-04-18,921762.934283,92.1762934283,-7.823706571700006
2005-04-19,937551.814092,93.7551814092,-6.244818590799994
2005-04-20,926060.960323,92.6060960323,-7.3939039677
2005-04-21,943017.601383,94.30176013830001,-5.698239861699994
2005-04-22,930803.801808,93.08038018079999,-6.9196198192000065
2005-04-25,940689.723729,94.06897237289999,-5.931027627100005
2005-04-26,931541.10898,93.154110898,-6.845889102000003
2005-04-27,930585.341872,93.05853418720001,-6.941465812799996
2005-04-28,917669.3032,91.76693032,-8.233069680000005
2005-04-29,923325.703658,92.3325703658,-7.667429634200007
2005-05-02,930112.363503,93.0112363503,-6.988763649700003
2005-05-03,929677.856216,92.9677856216,-7.032214378399992
2005-05-04,943998.498892,94.3998498892,-5.600150110800007
2005-05-05,945548.308171,94.5548308171,-5.445169182900001
2005-05-06,948610.926416,94.8610926416,-5.138907358400003
2005-05-09,958368.907569,95.8368907569,-4.163109243099994
2005-05-10,949142.602437,94.9142602437,-5.085739756300001
2005-05-11,950210.698123,95.0210698123,-4.978930187700003
2005-05-12,937727.110652,93.7727110652,-6.227288934800002
2005-05-13,932282.549601,93.2282549601,-6.771745039900001
2005-05-16,942973.58482,94.297358482,-5.702641517999996
2005-05-17,948936.089132,94.8936089132,-5.1063910867999995
2005-05-18,965402.623722,96.5402623722,-3.459737627799997
2005-05-19,970364.382841,97.0364382841,-2.9635617158999983
2005-05-20,969607.608988,96.96076089879999,-3.0392391012000086
2005-05-23,976138.284318,97.6138284318,-2.3861715682000018
2005-05-24,975383.442039,97.5383442039,-2.461655796100004
2005-05-25,967648.82646,96.764882646,-3.2351173539999944
2005-05-26,978136.541593,97.81365415929999,-2.1863458407000103
2005-05-27,981936.210777,98.1936210777,-1.8063789223000004
2005-05-31,981784.719511,98.1784719511,-1.8215280489000008
2005-06-01,990298.092409,99.02980924090001,-0.9701907590999981
2005-06-02,993765.613959,99.3765613959,-0.6234386041000017
2005-06-03,988436.478641,98.8436478641,-1.1563521358999962
2005-06-06,991220.585317,99.1220585317,-0.877941468299992
2005-06-07,991134.231813,99.1134231813,-0.8865768186999912
2005-06-08,986665.678489,98.6665678489,-1.3334321511000002
2005-06-09,992918.476328,99.2918476328,-0.708152367199999
2005-06-10,993645.584405,99.36455844049999,-0.6354415595000051
2005-06-13,998702.545741,99.87025457409999,-0.12974542590000748
2005-06-14,1003741.021725,100.3741021725,0.37410217250000155
2005-06-15,1007748.132911,100.7748132911,0.7748132911000072
2005-06-16,1016959.328747,101.6959328747,1.6959328747000013
2005-06-17,1018085.538495,101.8085538495,1.8085538495000053
2005-06-20,1013527.886627,101.35278866270001,1.3527886627000107
2005-06-21,1012921.928368,101.2921928368,1.292192836799999
2005-06-22,1016286.372405,101.6286372405,1.6286372404999971
2005-06-23,1003533.611823,100.3533611823,0.3533611823000049
2005-06-24,996410.98136,99.641098136,-0.35890186400000523
2005-06-27,993650.912946,99.36509129459999,-0.6349087054000058
2005-06-28,1009185.871373,100.9185871373,0.9185871372999976
2005-06-29,1012532.943698,101.25329436979999,1.2532943697999954
2005-06-30,1009075.006639,100.9075006639,0.9075006638999961
2005-07-01,1014349.149885,101.4349149885,1.4349149884999912
2005-07-04,1013640.287885,101.3640287885,1.3640287884999935
2005-07-05,1024175.964445,102.41759644450002,2.417596444500014
2005-07-06,1020982.472655,102.0982472655,2.0982472655000084
2005-07-07,1023407.917065,102.34079170650001,2.3407917065000117
2005-07-08,1040707.87621,104.070787621,4.070787620999994
2005-07-11,1054686.01762,105.46860176200002,5.468601762000014
2005-07-12,1056241.233145,105.6241233145,5.624123314499996
2005-07-13,1053508.657135,105.35086571350001,5.350865713500008
2005-07-14,1048640.811385,104.86408113849998,4.864081138499987
2005-07-15,1051090.03275,105.10900327499999,5.10900327499999
2005-07-18,1046982.80694,104.698280694,4.698280694000001
2005-07-19,1060027.935075,106.00279350749999,6.002793507499993
2005-07-20,1071358.663665,107.13586636649998,7.135866366499988
2005-07-21,1060975.971985,106.09759719850001,6.097597198500004
2005-07-22,1071415.442305,107.1415442305,7.1415442304999965
2005-07-25,1064209.00826,106.420900826,6.420900825999998
2005-07-26,1068239.80684,106.823980684,6.823980684000008
2005-07-27,1071449.226635,107.1449226635,7.144922663499997
2005-07-28,1084361.63586,108.436163586,8.436163586000012
2005-07-29,1083301.39882,108.330139882,8.330139881999997
2005-08-01,1087339.88831,108.733988831,8.733988831000005
2005-08-02,1095480.143388,109.54801433880002,9.548014338800016
2005-08-03,1093022.34096,109.30223409599999,9.302234095999996
2005-08-04,1079273.084321,107.92730843209999,7.927308432099989
2005-08-05,1066407.375542,106.6407375542,6.640737554200005
2005-08-08,1060956.706999,106.0956706999,6.095670699900002
2005-08-09,1062994.540635,106.2994540635,6.299454063499987
2005-08-10,1061850.653505,106.18506535050001,6.1850653505000075
2005-08-11,1071538.422973,107.1538422973,7.153842297300006
2005-08-12,1063809.015533,106.3809015533,6.3809015533
2005-08-15,1069764.471248,106.97644712479999,6.976447124799989
2005-08-16,1056586.072755,105.6586072755,5.658607275500005
2005-08-17,1056022.729044,105.60227290439998,5.602272904399985
2005-08-18,1049626.606312,104.9626606312,4.962660631199989
2005-08-19,1051372.644276,105.1372644276,5.137264427600008
2005-08-22,1056901.005141,105.6901005141,5.690100514099994
2005-08-23,1053967.664555,105.3967664555,5.396766455500002
2005-08-24,1051785.196343,105.1785196343,5.178519634300005
2005-08-25,1056163.300797,105.61633007970002,5.616330079700016
2005-08-26,1046336.617097,104.63366170970001,4.63366170970001
2005-08-29,1053552.38445,105.35523844500001,5.35523844500001
2005-08-30,1051616.11219,105.16161121900001,5.161611219000006
2005-08-31,1070356.622733,107.03566227329999,7.035662273299992
2005-09-01,1073957.147658,107.39571476580001,7.39571476580001
2005-09-02,1068469.904348,106.84699043479999,6.846990434799993
2005-09-05,1068541.928348,106.8541928348,6.854192834799999
2005-09-06,1082167.093638,108.2167093638,8.216709363800012
2005-09-07,1085899.742244,108.5899742244,8.589974224399999
2005-09-08,1083345.839722,108.33458397220002,8.334583972200015
2005-09-09,1091225.606274,109.1225606274,9.1225606274
2005-09-12,1095374.482364,109.53744823640001,9.537448236400014
2005-09-13,1087225.512584,108.72255125839997,8.72255125839998
2005-09-14,1080323.830374,108.0323830374,8.032383037399992
2005-09-15,1078767.846614,107.87678466139998,7.876784661399983
2005-09-16,1088050.15574,108.805015574,8.805015573999997
2005-09-19,1081359.413286,108.13594132860001,8.135941328600005
2005-09-20,1072428.600506,107.2428600506,7.242860050599997
2005-09-21,1060056.373574,106.0056373574,6.005637357400007
2005-09-22,1060697.989098,106.06979890980001,6.069798909800017
2005-09-23,1068337.228086,106.83372280860002,6.833722808600018
2005-09-26,1075755.826296,107.5755826296,7.575582629600008
2005-09-27,1075283.942046,107.52839420459999,7.528394204599986
2005-09-28,1072788.909594,107.27889095940002,7.2788909594000195
2005-09-29,1084699.410406,108.46994104059999,8.469941040599993
2005-09-30,1090550.306246,109.05503062460001,9.055030624600002
2005-10-03,1095127.441016,109.51274410159999,9.51274410159999
2005-10-04,1085663.285888,108.5663285888,8.566328588799998
2005-10-05,1061127.264666,106.1127264666,6.112726466599994
2005-10-06,1052358.398252,105.23583982520002,5.235839825200017
2005-10-07,1060686.415226,106.06864152259999,6.068641522599982
2005-10-10,1052504.986366,105.25049863660001,5.2504986366000095
2005-10-11,1044647.74784,104.464774784,4.464774784000003
2005-10-12,1029564.69022,102.956469022,2.9564690219999967
2005-10-13,1029516.077336,102.95160773360001,2.9516077336000146
2005-10-14,1041916.90685,104.191690685,4.191690685000005
2005-10-17,1044338.282462,104.4338282462,4.4338282462
2005-10-18,1032820.20275,103.282020275,3.282020274999997
2005-10-19,1047678.53768,104.767853768,4.767853767999997
2005-10-20,1033604.794068,103.3604794068,3.360479406799999
2005-10-21,1040259.6639020001,104.02596639020001,4.025966390200009
2005-10-24,1059472.247852,105.9472247852,5.9472247852
2005-10-25,1056220.718932,105.62207189320002,5.622071893200009
2005-10-26,1050701.410376,105.0701410376,5.070141037599996
2005-10-27,1030548.279236,103.05482792360002,3.054827923600012
2005-10-28,1045101.965705,104.5101965705,4.5101965705000024
2005-10-31,1061437.854323,106.14378543229999,6.143785432299986
2005-11-01,1059085.151747,105.90851517469999,5.908515174699991
2005-11-02,1076673.160165,107.6673160165,7.667316016499992
2005-11-03,1081381.236225,108.13812362249999,8.138123622499993
2005-11-04,1081770.195193,108.17701951929999,8.17701951929999
2005-11-07,1087196.052175,108.71960521750002,8.719605217500014
2005-11-08,1080237.237741,108.0237237741,8.023723774100011
2005-11-09,1085637.946421,108.56379464209999,8.563794642099998
2005-11-10,1093022.481023,109.3022481023,9.302248102300004
2005-11-11,1097996.924629,109.7996924629,9.799692462900001
2005-11-14,1095530.634209,109.5530634209,9.55306342090001
2005-11-15,1085271.906197,108.5271906197,8.527190619699997
2005-11-16,1084976.691829,108.49766918289998,8.49766918289998
2005-11-17,1101105.063761,110.1105063761,10.110506376100004
2005-11-18,1107852.041791,110.78520417909998,10.785204179099983
2005-11-21,1117443.834547,111.74438345469999,11.744383454699992
2005-11-22,1122192.915249,112.2192915249,12.219291524900001
2005-11-23,1124641.458959,112.46414589589999,12.464145895899993
2005-11-24,1124619.411959,112.46194119589998,12.461941195899984
2005-11-25,1127153.749961,112.71537499610001,12.715374996100003
2005-11-28,1111272.833875,111.1272833875,11.127283387499997
2005-11-29,1115200.944507,111.52009445070001,11.520094450700014
2005-11-30,1118670.372059,111.86703720589999,11.867037205899988
2005-12-01,1136720.483435,113.6720483435,13.672048343499998
2005-12-02,1136578.930221,113.65789302210001,13.657893022100009
2005-12-05,1133104.591503,113.31045915029998,13.31045915029998
2005-12-06,1135721.300329,113.5721300329,13.57213003290001
2005-12-07,1129757.332595,112.9757332595,12.97573325950001
2005-12-08,1132046.860159,113.2046860159,13.204686015899991
2005-12-09,1137545.822975,113.7545822975,13.754582297499995
2005-12-12,1141634.662179,114.1634662179,14.16346621789999
2005-12-13,1141402.003531,114.14020035310001,14.140200353100019
2005-12-14,1143083.743409,114.30837434090002,14.30837434090002
2005-12-15,1136133.243403,113.61332434030001,13.613324340300004
2005-12-16,1135055.168269,113.50551682689999,13.5055168269
2005-12-19,1122108.198555,112.21081985549999,12.210819855499988
2005-12-20,1122399.263153,112.2399263153,12.239926315299998
2005-12-21,1131182.048369,113.1182048369,13.118204836900006
2005-12-22,1137488.417815,113.7488417815,13.748841781499998
2005-12-23,1142026.960723,114.2026960723,14.202696072300004
2005-12-27,1129746.563455,112.97465634550001,12.974656345500012
2005-12-28,1134211.848927,113.42118489270001,13.421184892700012
2005-12-29,1133584.630661,113.3584630661,13.3584630661
2005-12-30,1127932.208505,112.7932208505,12.79322085050001
2006-01-03,1146964.016987,114.69640169869999,14.69640169869999
2006-01-04,1155253.546973,115.5253546973,15.52535469730001
2006-01-05,1158907.307833,115.89073078330001,15.890730783300011
2006-01-06,1171873.935951,117.18739359509999,17.187393595099998
2006-01-09,1183794.372085,118.3794372085,18.379437208499994
2006-01-10,1189643.615317,118.9643615317,18.964361531700003
2006-01-11,1191956.349659,119.1956349659,19.1956349659
2006-01-12,1185256.513749,118.5256513749,18.525651374899986
2006-01-13,1187314.613311,118.7314613311,18.731461331099997
2006-01-16,1187326.041311,118.7326041311,18.732604131100004
2006-01-17,1181348.368837,118.13483688370002,18.13483688370001
2006-01-18,1179799.370797,117.97993707969998,17.97993707969998
2006-01-19,1195548.081423,119.55480814229999,19.554808142299997
2006-01-20,1180546.043147,118.0546043147,18.054604314700008
2006-01-23,1185813.065283,118.58130652829999,18.58130652829999
2006-01-24,1200211.336013,120.0211336013,20.0211336013
2006-01-25,1201218.927925,120.1218927925,20.121892792500006
2006-01-26,1217353.304975,121.7353304975,21.735330497500005
2006-01-27,1223086.523679,122.30865236790001,22.308652367900006
2006-01-30,1223711.778597,122.3711778597,22.371177859699998
2006-01-31,1228022.891049,122.80228910489998,22.802289104899987
2006-02-01,1230826.139029,123.08261390289998,23.082613902899986
2006-02-02,1219780.710913,121.9780710913,21.978071091299988
2006-02-03,1216467.552157,121.64675521569998,21.646755215699987
2006-02-06,1221605.696067,122.16056960670001,22.160569606700008
2006-02-07,1207092.921827,120.70929218270001,20.70929218270001
2006-02-08,1210703.889195,121.07038891950002,21.070388919500015
2006-02-09,1212000.396251,121.2000396251,21.200039625099997
2006-02-10,1210535.902113,121.0535902113,21.053590211299998
2006-02-13,1202239.169063,120.2239169063,20.223916906300012
2006-02-14,1214116.851003,121.4116851003,21.411685100300005
2006-02-15,1222859.922673,122.28599226729999,22.285992267299992
2006-02-16,1233327.039173,123.3327039173,23.3327039173
2006-02-17,1233204.655293,123.32046552929998,23.320465529299984
2006-02-20,1233232.664293,123.3232664293,23.323266429300006
2006-02-21,1229699.881083,122.9699881083,22.9699881083
2006-02-22,1238530.923323,123.85309233230002,23.85309233230002
2006-02-23,1236940.811203,123.69408112029998,23.69408112029998
2006-02-24,1243367.381343,124.33673813430002,24.336738134300017
2006-02-27,1247552.407073,124.7552407073,24.755240707299997
2006-02-28,1235379.2038130001,123.5379203813,23.537920381300005
2006-03-01,1252861.907043,125.2861907043,25.286190704300004
2006-03-02,1252120.087127,125.21200871270001,25.21200871270002
2006-03-03,1248097.995207,124.80979952070001,24.809799520700015
2006-03-06,1239418.970761,123.94189707609999,23.941897076099995
2006-03-07,1224095.862596,122.40958625960002,22.40958625960001
2006-03-08,1222168.510483,122.2168510483,22.2168510483
2006-03-09,1218971.699153,121.8971699153,21.897169915299997
2006-03-10,1230395.572028,123.0395572028,23.039557202799998
2006-03-13,1234031.32069,123.403132069,23.403132068999998
2006-03-14,1245832.822839,124.5832822839,24.58328228390001
2006-03-15,1255594.554762,125.5594554762,25.5594554762
2006-03-16,1257150.552008,125.7150552008,25.715055200799995
2006-03-17,1260014.783198,126.0014783198,26.001478319799997
2006-03-20,1261239.002761,126.12390027610002,26.12390027610001
2006-03-21,1250194.568726,125.01945687259999,25.01945687259999
2006-03-22,1261018.297601,126.1018297601,26.101829760100003
2006-03-23,1263887.889701,126.3887889701,26.388788970099995
2006-03-24,1272998.550891,127.2998550891,27.2998550891
2006-03-27,1274599.514616,127.45995146160001,27.459951461600006
2006-03-28,1270285.675693,127.0285675693,27.028567569299987
2006-03-29,1287407.650697,128.7407650697,28.740765069700004
2006-03-30,1288067.577613,128.80675776130002,28.806757761300016
2006-03-31,1291930.308322,129.1930308322,29.193030832200016
2006-04-03,1287079.973509,128.7079973509,28.707997350899994
