date,drawdown_pct,running_max,underwater
2005-02-25,0.0,1000000.0,False
2005-02-28,-0.6132303946000058,1000000.0,True
2005-03-01,0.0,1000976.311934,False
2005-03-02,-0.18070699939993023,1000976.311934,True
2005-03-03,-0.15718491189467568,1000976.311934,True
2005-03-04,0.0,1008927.356592,False
2005-03-07,0.0,1009391.466016,False
2005-03-08,-0.7302430557584261,1009391.466016,True
2005-03-09,-1.6841968423904434,1009391.466016,True
2005-03-10,-2.2746195589131393,1009391.466016,True
2005-03-11,-2.3306058539261603,1009391.466016,True
2005-03-14,-1.9120450382026657,1009391.466016,True
2005-03-15,-2.2034929383529698,1009391.466016,True
2005-03-16,-2.8849018019673283,1009391.466016,True
2005-03-17,-2.5213010585921287,1009391.466016,True
2005-03-18,-2.9712482639044473,1009391.466016,True
2005-03-21,-3.25992051685113,1009391.466016,True
2005-03-22,-3.7022025145007236,1009391.466016,True
2005-03-23,-4.520178754045143,1009391.466016,True
2005-03-24,-4.223706616450059,1009391.466016,True
2005-03-28,-4.453461845226998,1009391.466016,True
2005-03-29,-5.945950969734932,1009391.466016,True
2005-03-30,-4.807650684975254,1009391.466016,True
2005-03-31,-4.477326456144586,1009391.466016,True
2005-04-01,-4.877960020440626,1009391.466016,True
2005-04-04,-4.833449979180495,1009391.466016,True
2005-04-05,-4.535639008689058,1009391.466016,True
2005-04-06,-4.318334278676093,1009391.466016,True
2005-04-07,-3.7913810700271404,1009391.466016,True
2005-04-08,-4.78958408295416,1009391.466016,True
2005-04-11,-5.150734829491405,1009391.466016,True
2005-04-12,-4.568213812922119,1009391.466016,True
2005-04-13,-5.819392471767627,1009391.466016,True
2005-04-14,-7.3935088814013294,1009391.466016,True
2005-04-15,-8.996457074223038,1009391.466016,True
2005-04-18,-8.681322825014954,1009391.466016,True
2005-04-19,-7.117124955251134,1009391.466016,True
2005-04-20,-8.255519141835023,1009391.466016,True
2005-04-21,-6.575631642198557,1009391.466016,True
2005-04-22,-7.785647774314981,1009391.466016,True
2005-04-25,-6.806253529976947,1009391.466016,True
2005-04-26,-7.712603054122312,1009391.466016,True
2005-04-27,-7.8072905108899375,1009391.466016,True
2005-04-28,-9.086877183341091,1009391.466016,True
2005-04-29,-8.52649990173741,1009391.466016,True
2005-05-02,-7.8541482846005515,1009391.466016,True
2005-05-03,-7.897194743940545,1009391.466016,True
2005-05-04,-6.478454526874662,1009391.466016,True
2005-05-05,-6.324915555011048,1009391.466016,True
2005-05-06,-6.021503217170708,1009391.466016,True
2005-05-09,-5.054784012429051,1009391.466016,True
2005-05-10,-5.968830291066181,1009391.466016,True
2005-05-11,-5.863014487984779,1009391.466016,True
2005-05-12,-7.09975839669563,1009391.466016,True
2005-05-13,-7.639148834826559,1009391.466016,True
2005-05-16,-6.579992345105405,1009391.466016,True
2005-05-17,-5.989289479790563,1009391.466016,True
2005-05-18,-4.357956627830525,1009391.466016,True
2005-05-19,-3.8663971797817256,1009391.466016,True
2005-05-20,-3.941370456105029,1009391.466016,True
2005-05-23,-3.294379120248373,1009391.466016,True
2005-05-24,-3.3691610363249263,1009391.466016,True
2005-05-25,-4.135426240599734,1009391.466016,True
2005-05-26,-3.096412588701701,1009391.466016,True
2005-05-27,-2.719980915567289,1009391.466016,True
2005-05-31,-2.7349890933754386,1009391.466016,True
2005-06-01,-1.8915727197853418,1009391.466016,True
2005-06-02,-1.5480467770026056,1009391.466016,True
2005-06-03,-2.076002034939719,1009391.466016,True
2005-06-06,-1.8001817244125524,1009391.466016,True
2005-06-07,-1.8087367307611628,1009391.466016,True
2005-06-08,-2.251434482272494,1009391.466016,True
2005-06-09,-1.6319723558807009,1009391.466016,True
2005-06-10,-1.559938055861318,1009391.466016,True
2005-06-13,-1.0589469630834594,1009391.466016,True
2005-06-14,-0.5597872065732776,1009391.466016,True
2005-06-15,-0.1628043390822486,1009391.466016,True
2005-06-16,0.0,1016959.328747,False
2005-06-17,0.0,1018085.538495,False
2005-06-20,-0.4476688544989397,1018085.538495,True
2005-06-21,-0.5071882402566296,1018085.538495,True
2005-06-22,-0.17672052317525294,1018085.538495,True
2005-06-23,-1.4293422430409506,1018085.538495,True
2005-06-24,-2.128952461798126,1018085.538495,True
2005-06-27,-2.400056245285719,1018085.538495,True
2005-06-28,-0.874157110133995,1018085.538495,True
2005-06-29,-0.5453957046878541,1018085.538495,True
2005-06-30,-0.8850466405131253,1018085.538495,True
2005-07-01,-0.3670014422877861,1018085.538495,True
2005-07-04,-0.4366284012413383,1018085.538495,True
2005-07-05,0.0,1024175.964445,False
2005-07-06,-0.3118108509537763,1024175.964445,True
2005-07-07,-0.07499174035159162,1024175.964445,True
2005-07-08,0.0,1040707.87621,False
2005-07-11,0.0,1054686.01762,False
2005-07-12,0.0,1056241.233145,False
2005-07-13,-0.2587075683330036,1056241.233145,True
2005-07-14,-0.7195725295981392,1056241.233145,True
2005-07-15,-0.4876916591924774,1056241.233145,True
2005-07-18,-0.8765446674934834,1056241.233145,True
2005-07-19,0.0,1060027.935075,False
2005-07-20,0.0,1071358.663665,False
2005-07-21,-0.9691144555159416,1071358.663665,True
2005-07-22,0.0,1071415.442305,False
2005-07-25,-0.6726087529125369,1071415.442305,True
2005-07-26,-0.29639627539510943,1071415.442305,True
2005-07-27,0.0,1071449.226635,False
2005-07-28,0.0,1084361.63586,False
2005-07-29,-0.09777522598899116,1084361.63586,True
2005-08-01,0.0,1087339.88831,False
2005-08-02,0.0,1095480.143388,False
2005-08-03,-0.22435846444453805,1095480.143388,True
