date,rolling_return_annual,rolling_volatility_annual,rolling_sharpe,rolling_max_drawdown
2021-01-04,,,,
2021-01-05,,,,
2021-01-06,,,,
2021-01-07,,,,
2021-01-08,,,,
2021-01-11,,,,
2021-01-12,,,,
2021-01-13,,,,
2021-01-14,,,,
2021-01-15,,,,
2021-01-18,,,,
2021-01-19,,,,
2021-01-20,,,,
2021-01-21,,,,
2021-01-22,,,,
2021-01-25,,,,
2021-01-26,,,,
2021-01-27,,,,
2021-01-28,,,,
2021-01-29,,,,
2021-02-01,,,,
2021-02-02,,,,
2021-02-03,,,,
2021-02-04,,,,
2021-02-05,,,,
2021-02-08,,,,
2021-02-09,,,,
2021-02-10,,,,
2021-02-11,,,,
2021-02-12,,,,
2021-02-15,,,,
2021-02-16,,,,
2021-02-17,,,,
2021-02-18,,,,
2021-02-19,,,,
2021-02-22,,,,
2021-02-23,,,,
2021-02-24,,,,
2021-02-25,,,,
2021-02-26,,,,
2021-03-01,,,,
2021-03-02,,,,
2021-03-03,,,,
2021-03-04,,,,
2021-03-05,,,,
2021-03-08,,,,
2021-03-09,,,,
2021-03-10,,,,
2021-03-11,,,,
2021-03-12,,,,
2021-03-15,,,,
2021-03-16,,,,
2021-03-17,,,,
2021-03-18,,,,
2021-03-19,,,,
2021-03-22,,,,
2021-03-23,,,,
2021-03-24,,,,
2021-03-25,,,,
2021-03-26,,,,
2021-03-29,0.5099860647355968,0.13951227813276956,3.655492344912171,
2021-03-30,0.5178944413498777,0.13972002732877012,3.7066586032884112,
2021-03-31,0.42971065080404924,0.13272995667461265,3.237480532427841,
2021-04-01,0.4385495011600505,0.13320629861706285,3.2922579916493167,
2021-04-05,0.4614503911262945,0.13287710882016543,3.4727606223794116,
2021-04-06,0.4627038549943866,0.1328571787944325,3.482716246069923,
2021-04-07,0.3923501863967164,0.1319162153849785,2.9742377406120912,
2021-04-08,0.41584085082191263,0.1315887539521374,3.1601549397843365,
2021-04-09,0.36827249612689167,0.12967001914975784,2.8400743559817654,
2021-04-12,0.3953798627400718,0.12843406827458928,3.07846561314836,
2021-04-13,0.38714677612542403,0.12859865873886597,3.010503996869587,
2021-04-14,0.373620896460429,0.1281701227057274,2.915038923058887,
2021-04-15,0.37653727692836264,0.12820035678200004,2.937100070389432,
2021-04-16,0.40752244054733255,0.1275074576918352,3.196067492242282,
2021-04-19,0.36638188557204165,0.1280179656759433,2.8619567858114374,
2021-04-20,0.3151037847976902,0.13004377695164615,2.42305931267172,
2021-04-21,0.35444385557987973,0.13162249468889775,2.69288206713937,
2021-04-22,0.3390295267018878,0.1319432755682282,2.5695097021187316,
2021-04-23,0.4212800665081246,0.13088316780833065,3.218749007703268,
2021-04-26,0.466938100616303,0.13025564180394836,3.584782157222068,
2021-04-27,0.4262450942743195,0.1293694790186283,3.2947886743282253,
2021-04-28,0.4137633387340107,0.12916754907030314,3.20330719063817,
2021-04-29,0.3927560825116703,0.12899206587918025,3.0448080650134193,
2021-04-30,0.31684007569599404,0.12879787610063054,2.4599790407137228,
2021-05-03,0.31534958239589334,0.1287292836658122,2.4497113121095038,
2021-05-04,0.22996346953116362,0.12639579355254182,1.8193917935692177,
2021-05-05,0.2313684490059197,0.1263993067064976,1.8304566301393024,
2021-05-06,0.2407927512187568,0.12647718022964305,1.9038434505066635,
2021-05-07,0.26812998194664217,0.12762673784943873,2.100891917044492,
2021-05-10,0.21451349365098202,0.1288840616976246,1.6643911654045553,
2021-05-11,0.1945739374116502,0.12937190573337423,1.503989110376502,
2021-05-12,0.1091423582820586,0.13390266998320027,0.8150872443077635,
2021-05-13,0.16072280145560186,0.13469324188454718,1.1932506724677845,
2021-05-14,0.25880449719410237,0.13537830062725867,1.911713295225037,
2021-05-17,0.22767655572179987,0.13393705556737062,1.6998772651626501,
2021-05-18,0.19769276430393765,0.13445448605733226,1.4703322298940638,
2021-05-19,0.18390661487402848,0.1349281511833339,1.3629966264352424,
2021-05-20,0.1359680858573457,0.13189895455260336,1.0308503681363108,
2021-05-21,0.2155544852120765,0.12620766768471342,1.7079349390289462,
2021-05-24,0.25449663141120366,0.1255932106168368,2.0263566012945473,
2021-05-25,0.14726337446102059,0.12140262041633318,1.2130164403041845,
2021-05-26,0.2184751640414342,0.12099418635163015,1.8056666243988564,
2021-05-27,0.24920654461577282,0.12152063757228443,2.0507343410499854,
2021-05-28,0.2964686554612886,0.1188064770097457,2.495391353427383,
2021-06-01,0.2731989958306481,0.11672213621836909,2.3405928359598813,
