date,costs,cumulative_costs,trigger,num_trades,portfolio_value,costs_bps
2017-08-01,7419.26,593191.06,scheduled,0,2715839.41097,27.318478294525182
2017-09-01,7706.03,600897.0900000001,scheduled,0,2707612.735768,28.460606268400582
2017-10-02,7989.19,608886.28,scheduled,0,2814388.818656,28.386944785458624
2017-11-01,8251.93,617138.2100000001,scheduled,1,2876541.199808,28.68698699865933
2017-12-01,8248.77,625386.9800000001,scheduled,1,2951624.444812,27.946543180649787
2018-01-02,8451.15,633838.1300000001,scheduled,0,2994258.554554,28.224516507255377
2018-02-01,8404.8,642242.9300000002,scheduled,0,3102137.125156,27.09357988028121
2018-03-01,8069.68,650312.6100000002,scheduled,0,2967070.903444,27.197462624277684
2018-04-02,7943.1,658255.7100000002,scheduled,0,2993454.789156,26.534892154624938
2018-05-01,8493.99,666749.7000000002,scheduled,0,3091216.530802,27.477822777417273
2018-06-01,9076.37,675826.0700000002,scheduled,0,3188727.71038,28.463922994912515
2018-07-02,8724.07,684550.1400000001,scheduled,0,3227601.086128,27.029579452973394
2018-08-01,9176.72,693726.8600000001,scheduled,0,3251374.699052,28.224123176807787
2018-09-03,9042.53,702769.3900000001,scheduled,0,3385526.633626,26.70937487298743
2018-10-01,9260.39,712029.7800000001,scheduled,0,3344014.94018,27.692430104697845
2018-11-01,9037.35,721067.1300000001,scheduled,0,3060923.822546,29.524909876662527
2018-12-03,8817.08,729884.2100000001,scheduled,0,3092011.922806,28.515672708009816
2019-01-02,7929.86,737814.0700000001,scheduled,0,2739594.445576,28.945379170283527
2019-02-01,9101.78,746915.8500000001,scheduled,0,3064305.747666,29.702584368196888
2019-03-01,9307.67,756223.5200000001,scheduled,0,3209479.809686,29.000556326636055
2019-04-01,9369.99,765593.5100000001,scheduled,0,3245691.202496,28.86901253204339
2019-05-01,9273.66,774867.1700000002,scheduled,0,3300123.552616,28.10094789526529
2019-06-03,9287.93,784155.1000000002,scheduled,0,3152558.566926,29.46156210210072
2019-07-01,9875.63,794030.7300000002,scheduled,0,3381783.128886,29.202434407002176
2019-08-01,9220.63,803251.3600000002,scheduled,0,3277797.278336,28.130568235388022
2019-09-02,8993.78,812245.1400000002,scheduled,0,3230381.136566,27.84123488772189
2019-10-01,9169.78,821414.9200000003,scheduled,0,3236921.251686,28.32870893977968
2019-11-01,9426.14,830841.0600000003,scheduled,0,3364676.437226,28.014996912366882
2019-12-02,9613.3,840454.3600000003,scheduled,0,3369058.489796,28.534084608848968
2020-01-02,9916.13,850370.4900000003,scheduled,0,3510368.501246,28.248116961168847
2020-02-03,9722.18,860092.6700000004,scheduled,0,3525123.136726,27.579689057414292
2020-03-02,9331.09,869423.7600000004,scheduled,0,3337394.292126,27.95920764296589
2020-04-01,7515.57,876939.3300000003,scheduled,0,2650759.989178,28.35251033923511
2020-05-01,8336.92,885276.2500000003,scheduled,0,3000120.518212,27.788616988522197
2020-06-01,9268.77,894545.0200000004,scheduled,0,3293851.369814,28.139612142011732
2020-07-01,9575.87,904120.8900000004,scheduled,0,3360826.744548,28.49260235010379
2020-08-03,9328.25,913449.1400000004,scheduled,0,3564695.730786,26.168432608252825
2020-09-01,10377.17,923826.3100000004,scheduled,1,3707165.89984,27.99219209598328
2020-10-01,10009.33,933835.6400000004,scheduled,1,3585246.704806,27.918106685887356
2020-11-02,9468.79,943304.4300000004,scheduled,1,3547634.3935,26.690433538892236
2020-12-01,10794.13,954098.5600000004,scheduled,0,3916748.020006,27.558908423175673
2021-01-04,10674.38,964772.9400000004,scheduled,0,4026148.725226,26.512632116939034
2021-02-01,12275.43,977048.3700000005,scheduled,0,4342120.922526,28.27058531769044
2021-03-01,12252.27,989300.6400000005,scheduled,0,4459021.925888,27.477483187212627
2021-04-01,13199.99,1002500.6300000005,scheduled,0,4541160.506622,29.06743767535092
2021-05-03,13483.33,1015983.9600000004,scheduled,0,4670497.038536,28.869154372114632
2021-06-01,13567.0,1029550.9600000004,scheduled,0,4839425.671546,28.034318369158658
2021-07-01,14106.15,1043657.1100000005,scheduled,0,4871770.537666,28.954873574070398
2021-08-02,13887.98,1057545.0900000005,scheduled,0,4899881.225086,28.343503366770378
2021-09-01,14712.72,1072257.8100000005,scheduled,0,5153766.452276,28.547510129223234
2021-10-01,14277.71,1086535.5200000005,scheduled,0,4975218.652066,28.697653306294516
2021-11-01,14748.27,1101283.7900000005,scheduled,0,5271367.704766,27.978071016874143
2021-12-01,13950.03,1115233.8200000005,scheduled,0,5023518.713346,27.769439701575923
2022-01-03,14530.3,1129764.1200000006,scheduled,0,5246472.569526,27.69537018910357
2022-02-01,13205.75,1142969.8700000006,scheduled,0,4767526.882196,27.699371867867093
2022-03-01,12912.57,1155882.4400000006,scheduled,0,4624259.576026,27.92354059651819
2022-04-01,13474.94,1169357.3800000006,scheduled,0,4916753.4960859995,27.40617362803886
2022-05-02,11878.32,1181235.7000000007,scheduled,0,4362754.873316,27.226650006516735
2022-06-01,12009.95,1193245.6500000006,scheduled,0,4261318.956926,28.18364483249959
2022-07-01,11461.57,1204707.2200000007,scheduled,0,4047878.345256,28.315006090616922
